UserID,SessionTime,ProductID,Category,Event,NotificationType,NotificationTime,Response
3942,2024-02-12 14:24:00,173,Clothing,Viewed,Discount,2024-02-12 14:05:00,No
9411,2024-01-25 20:01:00,610,Grocery,Viewed,Reminder,2024-01-25 18:22:00,Yes
2925,2024-01-18 13:12:00,241,Clothing,Viewed,New Arrival,2024-01-18 11:20:00,Yes
3972,2024-03-14 14:52:00,684,Clothing,Viewed,Reminder,2024-03-14 14:12:00,Yes
1990,2024-01-11 06:04:00,201,Clothing,Viewed,New Arrival,2024-01-11 04:53:00,No
2812,2024-01-31 02:23:00,705,Books,Viewed,New Arrival,2024-01-31 00:31:00,No
9995,2024-01-15 18:58:00,680,Grocery,Viewed,Reminder,2024-01-15 17:15:00,No
1489,2024-03-07 13:09:00,164,Grocery,Viewed,Reminder,2024-03-07 11:28:00,Yes
6876,2024-02-11 18:30:00,292,Books,Viewed,New Arrival,2024-02-11 16:35:00,No
4645,2024-02-29 00:12:00,161,Grocery,Viewed,New Arrival,2024-02-29 00:00:00,Yes
8081,2024-01-24 10:00:00,631,Clothing,Viewed,New Arrival,2024-01-24 08:56:00,No
3891,2024-03-06 09:48:00,340,Clothing,Viewed,Reminder,2024-03-06 09:35:00,No
4516,2024-01-17 22:45:00,814,Clothing,Viewed,Discount,2024-01-17 21:46:00,Yes
4340,2024-01-02 06:46:00,509,Grocery,Viewed,Reminder,2024-01-02 06:05:00,No
7410,2024-03-08 01:09:00,399,Grocery,Viewed,New Arrival,2024-03-08 00:47:00,Yes
1053,2024-01-31 16:25:00,294,Electronics,Viewed,New Arrival,2024-01-31 14:25:00,Yes
3575,2024-03-12 23:27:00,553,Books,Viewed,Reminder,2024-03-12 22:49:00,No
1615,2024-01-27 20:29:00,673,Grocery,Viewed,New Arrival,2024-01-27 20:08:00,Yes
6944,2024-02-21 16:20:00,718,Electronics,Viewed,New Arrival,2024-02-21 16:11:00,No
8404,2024-03-02 09:15:00,736,Books,Viewed,New Arrival,2024-03-02 08:39:00,No
1954,2024-03-09 22:18:00,400,Books,Viewed,New Arrival,2024-03-09 21:04:00,No
2629,2024-01-18 13:58:00,878,Clothing,Viewed,New Arrival,2024-01-18 13:11:00,No
7859,2024-01-16 23:22:00,555,Clothing,Viewed,Discount,2024-01-16 22:36:00,Yes
9841,2024-02-25 14:39:00,301,Electronics,Viewed,Reminder,2024-02-25 14:27:00,Yes
4278,2024-03-18 22:16:00,773,Electronics,Viewed,Reminder,2024-03-18 22:06:00,Yes
6455,2024-02-28 03:19:00,955,Clothing,Viewed,Reminder,2024-02-28 02:56:00,No
4801,2024-03-22 15:37:00,401,Clothing,Viewed,Discount,2024-03-22 14:06:00,No
3561,2024-02-06 21:48:00,723,Books,Viewed,Discount,2024-02-06 20:09:00,Yes
7539,2024-03-16 06:35:00,436,Books,Viewed,Reminder,2024-03-16 05:36:00,No
1370,2024-02-08 22:19:00,131,Grocery,Viewed,Reminder,2024-02-08 21:45:00,Yes
1857,2024-02-16 21:38:00,197,Clothing,Viewed,Reminder,2024-02-16 20:37:00,No
5886,2024-01-30 20:22:00,858,Books,Viewed,New Arrival,2024-01-30 19:49:00,No
8485,2024-01-08 21:28:00,872,Electronics,Viewed,Discount,2024-01-08 19:50:00,Yes
1383,2024-02-06 11:38:00,290,Books,Viewed,Discount,2024-02-06 09:45:00,No
5334,2024-03-01 22:00:00,640,Clothing,Viewed,New Arrival,2024-03-01 21:03:00,No
5290,2024-01-09 16:22:00,147,Books,Viewed,Discount,2024-01-09 14:58:00,No
3725,2024-01-17 19:39:00,349,Clothing,Viewed,Reminder,2024-01-17 17:40:00,No
7204,2024-03-30 08:31:00,325,Books,Viewed,Discount,2024-03-30 08:13:00,Yes
7111,2024-01-13 19:10:00,371,Grocery,Viewed,New Arrival,2024-01-13 18:54:00,No
5251,2024-02-13 11:00:00,764,Grocery,Viewed,Reminder,2024-02-13 09:47:00,No
1922,2024-01-30 10:55:00,584,Electronics,Viewed,Discount,2024-01-30 09:52:00,Yes
3915,2024-03-26 04:20:00,427,Electronics,Viewed,Reminder,2024-03-26 04:14:00,No
8957,2024-01-23 13:52:00,896,Clothing,Viewed,Discount,2024-01-23 13:05:00,Yes
4046,2024-01-01 14:55:00,279,Clothing,Viewed,Reminder,2024-01-01 13:05:00,Yes
2230,2024-01-24 17:41:00,913,Clothing,Viewed,New Arrival,2024-01-24 17:04:00,Yes
8647,2024-02-04 21:55:00,764,Books,Viewed,New Arrival,2024-02-04 21:03:00,Yes
5933,2024-01-22 10:30:00,845,Books,Viewed,Discount,2024-01-22 09:37:00,Yes
4940,2024-02-10 15:54:00,122,Books,Viewed,Discount,2024-02-10 14:04:00,No
7483,2024-03-09 14:36:00,705,Electronics,Viewed,Reminder,2024-03-09 13:16:00,No
1203,2024-01-25 07:15:00,469,Clothing,Viewed,New Arrival,2024-01-25 05:17:00,Yes
1160,2024-03-27 20:07:00,344,Books,Viewed,Reminder,2024-03-27 18:39:00,No
9960,2024-01-31 00:04:00,901,Electronics,Viewed,New Arrival,2024-01-30 23:47:00,Yes
4748,2024-01-28 11:36:00,259,Grocery,Viewed,Reminder,2024-01-28 10:39:00,Yes
7718,2024-02-23 00:24:00,472,Clothing,Viewed,Reminder,2024-02-22 23:37:00,No
3581,2024-03-06 19:09:00,384,Grocery,Viewed,Reminder,2024-03-06 18:03:00,No
2093,2024-02-22 03:28:00,620,Electronics,Viewed,Discount,2024-02-22 01:39:00,Yes
5500,2024-01-02 00:58:00,549,Clothing,Viewed,New Arrival,2024-01-01 23:38:00,Yes
9799,2024-01-24 19:22:00,796,Books,Viewed,Discount,2024-01-24 18:41:00,Yes
6710,2024-02-29 11:59:00,906,Electronics,Viewed,Discount,2024-02-29 11:11:00,No
3875,2024-02-02 17:27:00,746,Grocery,Viewed,Reminder,2024-02-02 17:16:00,Yes
4191,2024-03-04 01:22:00,721,Grocery,Viewed,New Arrival,2024-03-03 23:54:00,No
2837,2024-01-22 12:12:00,680,Grocery,Viewed,Discount,2024-01-22 11:19:00,No
1689,2024-01-06 15:42:00,235,Electronics,Viewed,Reminder,2024-01-06 14:37:00,No
4759,2024-03-01 18:48:00,195,Electronics,Viewed,New Arrival,2024-03-01 17:50:00,No
3103,2024-01-11 18:15:00,218,Clothing,Viewed,New Arrival,2024-01-11 17:41:00,No
1365,2024-02-12 08:40:00,473,Clothing,Viewed,Discount,2024-02-12 06:47:00,Yes
9092,2024-01-28 22:13:00,373,Grocery,Viewed,Reminder,2024-01-28 20:20:00,No
5172,2024-01-15 12:54:00,969,Electronics,Viewed,Discount,2024-01-15 11:26:00,Yes
7033,2024-02-06 21:38:00,977,Clothing,Viewed,New Arrival,2024-02-06 21:32:00,No
3378,2024-03-03 10:45:00,949,Electronics,Viewed,Discount,2024-03-03 09:25:00,Yes
2205,2024-02-15 17:46:00,276,Books,Viewed,Reminder,2024-02-15 16:23:00,No
5988,2024-03-25 00:33:00,972,Electronics,Viewed,New Arrival,2024-03-25 00:25:00,Yes
6669,2024-03-22 11:24:00,848,Grocery,Viewed,Reminder,2024-03-22 09:49:00,No
3735,2024-03-21 19:25:00,883,Electronics,Viewed,Reminder,2024-03-21 17:43:00,Yes
9490,2024-03-05 00:56:00,376,Grocery,Viewed,New Arrival,2024-03-05 00:24:00,No
1956,2024-03-11 01:44:00,237,Clothing,Viewed,Reminder,2024-03-11 00:14:00,Yes
7623,2024-01-29 07:20:00,973,Clothing,Viewed,Reminder,2024-01-29 05:34:00,Yes
2474,2024-03-03 19:57:00,231,Clothing,Viewed,Reminder,2024-03-03 18:45:00,Yes
5460,2024-01-11 16:29:00,143,Books,Viewed,New Arrival,2024-01-11 16:27:00,Yes
8002,2024-02-28 03:17:00,222,Grocery,Viewed,Reminder,2024-02-28 02:57:00,No
7396,2024-03-24 09:19:00,235,Books,Viewed,Discount,2024-03-24 07:29:00,Yes
3828,2024-03-26 14:50:00,466,Books,Viewed,Discount,2024-03-26 14:36:00,Yes
3850,2024-01-27 20:31:00,472,Clothing,Viewed,Reminder,2024-01-27 19:53:00,No
3964,2024-02-03 10:54:00,225,Grocery,Viewed,Discount,2024-02-03 10:05:00,No
5594,2024-02-25 22:40:00,538,Electronics,Viewed,Discount,2024-02-25 22:19:00,Yes
7644,2024-01-21 02:27:00,886,Electronics,Viewed,New Arrival,2024-01-21 01:14:00,No
3850,2024-01-20 22:41:00,675,Grocery,Viewed,Reminder,2024-01-20 21:49:00,Yes
1165,2024-03-28 03:23:00,907,Electronics,Viewed,New Arrival,2024-03-28 01:33:00,No
1919,2024-01-13 03:47:00,843,Clothing,Viewed,Reminder,2024-01-13 03:37:00,No
9305,2024-02-13 12:36:00,150,Clothing,Viewed,Discount,2024-02-13 12:07:00,Yes
4504,2024-01-14 22:38:00,236,Books,Viewed,New Arrival,2024-01-14 21:48:00,No
1991,2024-02-11 09:54:00,257,Clothing,Viewed,New Arrival,2024-02-11 08:02:00,Yes
7047,2024-03-09 01:27:00,155,Electronics,Viewed,Discount,2024-03-09 00:27:00,Yes
4839,2024-02-25 03:15:00,692,Books,Viewed,Discount,2024-02-25 01:49:00,No
2258,2024-02-04 00:11:00,843,Grocery,Viewed,Reminder,2024-02-03 23:59:00,Yes
8609,2024-02-07 20:25:00,527,Grocery,Viewed,Reminder,2024-02-07 19:40:00,No
9706,2024-03-04 21:24:00,542,Books,Viewed,Discount,2024-03-04 20:24:00,No
5804,2024-02-19 23:49:00,425,Clothing,Viewed,Discount,2024-02-19 22:49:00,Yes
1067,2024-03-24 02:02:00,739,Books,Viewed,New Arrival,2024-03-24 00:39:00,Yes
6660,2024-02-12 20:32:00,737,Books,Viewed,New Arrival,2024-02-12 19:23:00,Yes
5478,2024-03-09 22:27:00,928,Clothing,Viewed,Reminder,2024-03-09 20:31:00,Yes
9210,2024-02-18 22:13:00,179,Grocery,Viewed,New Arrival,2024-02-18 20:28:00,Yes
4521,2024-03-13 23:59:00,573,Books,Viewed,Discount,2024-03-13 22:59:00,Yes
1572,2024-03-01 10:44:00,476,Grocery,Viewed,Discount,2024-03-01 10:30:00,Yes
8082,2024-03-16 03:33:00,968,Electronics,Viewed,Discount,2024-03-16 03:22:00,Yes
8832,2024-01-20 21:07:00,432,Clothing,Viewed,Discount,2024-01-20 20:43:00,Yes
6395,2024-03-10 08:18:00,274,Electronics,Viewed,Reminder,2024-03-10 06:44:00,No
3258,2024-01-23 12:35:00,756,Grocery,Viewed,Discount,2024-01-23 12:21:00,No
7039,2024-03-02 22:13:00,540,Electronics,Viewed,Discount,2024-03-02 20:15:00,Yes
1650,2024-03-09 16:45:00,225,Electronics,Viewed,Discount,2024-03-09 14:46:00,Yes
6741,2024-02-24 05:34:00,793,Electronics,Viewed,Discount,2024-02-24 04:43:00,Yes
7838,2024-03-20 11:23:00,318,Books,Viewed,Reminder,2024-03-20 09:44:00,Yes
3587,2024-03-12 16:02:00,377,Books,Viewed,Reminder,2024-03-12 15:06:00,No
8876,2024-01-08 10:50:00,584,Clothing,Viewed,New Arrival,2024-01-08 10:24:00,Yes
4262,2024-02-17 19:59:00,694,Grocery,Viewed,Reminder,2024-02-17 19:07:00,No
2338,2024-02-10 15:56:00,240,Grocery,Viewed,Reminder,2024-02-10 15:13:00,No
5996,2024-02-18 01:48:00,945,Clothing,Viewed,Reminder,2024-02-18 01:39:00,No
6780,2024-03-05 01:24:00,706,Grocery,Viewed,New Arrival,2024-03-05 00:43:00,No
3827,2024-02-02 22:19:00,976,Grocery,Viewed,Discount,2024-02-02 21:35:00,Yes
6232,2024-01-08 02:37:00,805,Electronics,Viewed,New Arrival,2024-01-08 01:19:00,No
3217,2024-03-24 11:45:00,209,Electronics,Viewed,Discount,2024-03-24 10:42:00,Yes
4539,2024-02-21 08:26:00,151,Grocery,Viewed,Reminder,2024-02-21 07:58:00,No
8845,2024-01-11 05:07:00,714,Clothing,Viewed,Discount,2024-01-11 03:37:00,No
5383,2024-01-06 14:54:00,712,Clothing,Viewed,New Arrival,2024-01-06 13:19:00,No
3961,2024-03-16 10:29:00,753,Grocery,Viewed,Discount,2024-03-16 09:28:00,No
4226,2024-02-19 20:21:00,812,Clothing,Viewed,Discount,2024-02-19 20:06:00,Yes
7837,2024-03-23 04:23:00,418,Clothing,Viewed,Reminder,2024-03-23 03:47:00,No
8031,2024-02-16 00:15:00,298,Electronics,Viewed,Discount,2024-02-15 23:16:00,No
4716,2024-01-19 09:37:00,895,Clothing,Viewed,Discount,2024-01-19 09:32:00,No
4414,2024-02-22 03:05:00,828,Books,Viewed,Reminder,2024-02-22 01:55:00,No
2448,2024-02-18 20:21:00,145,Electronics,Viewed,New Arrival,2024-02-18 20:01:00,Yes
1570,2024-01-14 15:21:00,604,Books,Viewed,Reminder,2024-01-14 14:20:00,No
3904,2024-01-15 23:26:00,639,Grocery,Viewed,Discount,2024-01-15 23:07:00,Yes
3505,2024-01-30 20:47:00,613,Clothing,Viewed,Reminder,2024-01-30 19:25:00,No
1917,2024-03-18 18:39:00,994,Books,Viewed,Reminder,2024-03-18 18:11:00,Yes
7982,2024-02-17 08:42:00,116,Clothing,Viewed,Discount,2024-02-17 08:01:00,Yes
8427,2024-02-10 05:12:00,414,Books,Viewed,New Arrival,2024-02-10 03:59:00,No
7336,2024-01-11 13:55:00,535,Electronics,Viewed,Reminder,2024-01-11 13:50:00,No
2678,2024-03-02 22:07:00,487,Grocery,Viewed,New Arrival,2024-03-02 20:50:00,No
1615,2024-01-19 16:42:00,176,Books,Viewed,Reminder,2024-01-19 15:02:00,No
8086,2024-03-06 06:07:00,998,Electronics,Viewed,Discount,2024-03-06 05:18:00,Yes
5749,2024-02-23 01:54:00,470,Grocery,Viewed,Discount,2024-02-23 01:46:00,Yes
4505,2024-02-14 11:51:00,264,Books,Viewed,Reminder,2024-02-14 09:51:00,No
5529,2024-01-09 06:39:00,708,Books,Viewed,Reminder,2024-01-09 04:55:00,No
2135,2024-03-22 19:39:00,716,Electronics,Viewed,Reminder,2024-03-22 18:52:00,No
9566,2024-02-16 10:55:00,123,Grocery,Viewed,Discount,2024-02-16 09:13:00,Yes
8226,2024-02-10 13:10:00,811,Grocery,Viewed,Reminder,2024-02-10 12:14:00,Yes
6162,2024-03-14 14:36:00,134,Electronics,Viewed,Discount,2024-03-14 13:35:00,Yes
1206,2024-01-06 01:32:00,613,Clothing,Viewed,Reminder,2024-01-06 01:04:00,Yes
5875,2024-02-11 06:32:00,900,Electronics,Viewed,Discount,2024-02-11 06:25:00,Yes
2319,2024-01-13 00:14:00,943,Grocery,Viewed,Reminder,2024-01-12 23:46:00,No
2141,2024-02-16 17:12:00,953,Electronics,Viewed,New Arrival,2024-02-16 15:20:00,No
5627,2024-02-07 19:30:00,560,Clothing,Viewed,New Arrival,2024-02-07 19:27:00,Yes
8389,2024-02-11 13:53:00,237,Electronics,Viewed,Discount,2024-02-11 12:15:00,No
3690,2024-02-21 07:52:00,948,Electronics,Viewed,Reminder,2024-02-21 06:24:00,No
8323,2024-01-06 06:07:00,673,Books,Viewed,New Arrival,2024-01-06 05:12:00,No
4255,2024-02-20 20:42:00,910,Clothing,Viewed,Reminder,2024-02-20 20:07:00,No
9281,2024-02-12 02:04:00,808,Grocery,Viewed,Reminder,2024-02-12 01:31:00,Yes
6213,2024-03-02 05:41:00,988,Clothing,Viewed,Reminder,2024-03-02 04:19:00,No
5108,2024-03-14 10:44:00,670,Grocery,Viewed,New Arrival,2024-03-14 10:21:00,No
4020,2024-01-29 01:12:00,364,Grocery,Viewed,Discount,2024-01-29 01:01:00,Yes
2857,2024-03-06 20:01:00,432,Books,Viewed,New Arrival,2024-03-06 19:42:00,Yes
9996,2024-01-02 23:33:00,287,Clothing,Viewed,Discount,2024-01-02 23:24:00,Yes
3789,2024-02-06 00:57:00,162,Books,Viewed,New Arrival,2024-02-06 00:21:00,Yes
4875,2024-01-24 03:52:00,919,Electronics,Viewed,Reminder,2024-01-24 03:00:00,Yes
8605,2024-03-15 07:34:00,378,Clothing,Viewed,Reminder,2024-03-15 07:23:00,No
9135,2024-01-01 06:35:00,641,Electronics,Viewed,Reminder,2024-01-01 05:56:00,No
7055,2024-03-08 21:14:00,270,Clothing,Viewed,New Arrival,2024-03-08 19:22:00,No
4882,2024-01-20 20:00:00,602,Grocery,Viewed,New Arrival,2024-01-20 18:28:00,Yes
8175,2024-02-22 15:20:00,632,Electronics,Viewed,Discount,2024-02-22 14:22:00,No
8129,2024-01-07 15:32:00,398,Clothing,Viewed,New Arrival,2024-01-07 13:40:00,No
6021,2024-01-05 02:56:00,300,Clothing,Viewed,Discount,2024-01-05 02:02:00,Yes
5735,2024-02-08 13:34:00,234,Electronics,Viewed,New Arrival,2024-02-08 12:26:00,No
3387,2024-02-01 08:38:00,371,Books,Viewed,Reminder,2024-02-01 08:10:00,No
7582,2024-03-04 18:00:00,634,Clothing,Viewed,New Arrival,2024-03-04 16:34:00,Yes
6866,2024-01-06 19:17:00,541,Books,Viewed,Reminder,2024-01-06 17:22:00,Yes
3566,2024-02-19 06:11:00,186,Books,Viewed,New Arrival,2024-02-19 05:37:00,No
1975,2024-01-06 11:37:00,130,Books,Viewed,Discount,2024-01-06 11:13:00,Yes
8212,2024-03-26 01:37:00,220,Books,Viewed,New Arrival,2024-03-25 23:50:00,No
2262,2024-03-22 09:27:00,168,Books,Viewed,Reminder,2024-03-22 09:20:00,No
6047,2024-01-07 06:46:00,745,Grocery,Viewed,New Arrival,2024-01-07 06:34:00,No
8382,2024-03-30 18:14:00,982,Books,Viewed,Discount,2024-03-30 16:19:00,Yes
7231,2024-03-25 23:51:00,926,Grocery,Viewed,Discount,2024-03-25 21:55:00,No
4327,2024-02-12 23:15:00,595,Clothing,Viewed,Discount,2024-02-12 22:20:00,Yes
6630,2024-01-03 21:19:00,245,Grocery,Viewed,Discount,2024-01-03 20:35:00,Yes
3259,2024-01-27 03:09:00,432,Grocery,Viewed,New Arrival,2024-01-27 01:32:00,No
2257,2024-02-07 05:11:00,580,Books,Viewed,Discount,2024-02-07 04:32:00,Yes
1464,2024-01-17 09:10:00,362,Clothing,Viewed,New Arrival,2024-01-17 08:48:00,Yes
4294,2024-03-10 23:50:00,392,Clothing,Viewed,New Arrival,2024-03-10 23:24:00,No
7774,2024-01-13 07:50:00,528,Clothing,Viewed,New Arrival,2024-01-13 07:05:00,No
8431,2024-03-10 16:58:00,185,Electronics,Viewed,Discount,2024-03-10 16:04:00,Yes
2230,2024-02-28 09:25:00,115,Grocery,Viewed,Discount,2024-02-28 08:23:00,Yes
4805,2024-03-30 01:12:00,827,Books,Viewed,New Arrival,2024-03-30 00:11:00,Yes
7419,2024-03-07 09:09:00,727,Electronics,Viewed,New Arrival,2024-03-07 08:00:00,No
6750,2024-02-28 18:56:00,217,Books,Viewed,New Arrival,2024-02-28 17:27:00,Yes
4856,2024-03-28 17:24:00,369,Electronics,Viewed,Reminder,2024-03-28 15:43:00,Yes
4135,2024-02-08 06:17:00,494,Clothing,Viewed,Reminder,2024-02-08 05:56:00,No
7953,2024-02-04 02:01:00,954,Electronics,Viewed,Discount,2024-02-04 00:31:00,Yes
7034,2024-03-22 03:08:00,261,Clothing,Viewed,Reminder,2024-03-22 02:12:00,No
5589,2024-02-04 19:32:00,799,Electronics,Viewed,New Arrival,2024-02-04 18:46:00,No
2546,2024-02-10 19:50:00,203,Books,Viewed,New Arrival,2024-02-10 17:53:00,No
7065,2024-03-20 03:42:00,752,Books,Viewed,Discount,2024-03-20 02:13:00,Yes
2094,2024-03-24 11:28:00,266,Electronics,Viewed,Discount,2024-03-24 10:14:00,Yes
3411,2024-03-23 12:51:00,399,Grocery,Viewed,Reminder,2024-03-23 12:01:00,No
3617,2024-02-04 08:39:00,127,Grocery,Viewed,New Arrival,2024-02-04 06:53:00,Yes
9954,2024-02-04 04:36:00,523,Electronics,Viewed,Discount,2024-02-04 04:34:00,Yes
5145,2024-01-08 07:18:00,883,Grocery,Viewed,Discount,2024-01-08 06:06:00,Yes
3775,2024-03-03 03:26:00,661,Books,Viewed,Reminder,2024-03-03 01:45:00,No
7628,2024-03-28 18:12:00,982,Grocery,Viewed,Discount,2024-03-28 16:17:00,Yes
4155,2024-03-01 05:42:00,255,Electronics,Viewed,Reminder,2024-03-01 04:25:00,No
4970,2024-03-20 14:29:00,423,Grocery,Viewed,New Arrival,2024-03-20 14:03:00,No
8972,2024-02-19 02:07:00,447,Electronics,Viewed,Reminder,2024-02-19 01:57:00,Yes
9775,2024-01-13 02:31:00,220,Books,Viewed,Discount,2024-01-13 00:58:00,Yes
6415,2024-02-29 11:40:00,751,Clothing,Viewed,Reminder,2024-02-29 10:14:00,No
5331,2024-03-19 07:19:00,627,Books,Viewed,Reminder,2024-03-19 06:04:00,No
2942,2024-02-01 15:42:00,920,Books,Viewed,New Arrival,2024-02-01 14:23:00,Yes
7026,2024-01-11 19:09:00,660,Electronics,Viewed,Reminder,2024-01-11 18:50:00,No
9301,2024-01-17 05:52:00,263,Books,Viewed,Discount,2024-01-17 05:10:00,No
1191,2024-02-18 21:39:00,161,Books,Viewed,Discount,2024-02-18 20:13:00,Yes
1861,2024-02-05 18:38:00,439,Grocery,Viewed,New Arrival,2024-02-05 16:52:00,No
7711,2024-02-18 03:16:00,765,Electronics,Viewed,New Arrival,2024-02-18 01:42:00,No
1649,2024-01-12 14:11:00,411,Grocery,Viewed,New Arrival,2024-01-12 12:35:00,Yes
5134,2024-03-07 06:01:00,475,Electronics,Viewed,Discount,2024-03-07 04:15:00,Yes
8587,2024-03-30 02:03:00,445,Grocery,Viewed,Reminder,2024-03-30 00:28:00,Yes
9828,2024-01-21 06:28:00,249,Grocery,Viewed,Discount,2024-01-21 04:54:00,Yes
2036,2024-03-16 23:41:00,987,Clothing,Viewed,Discount,2024-03-16 23:00:00,Yes
5131,2024-01-01 07:35:00,684,Books,Viewed,New Arrival,2024-01-01 07:33:00,No
3148,2024-03-09 19:53:00,680,Grocery,Viewed,New Arrival,2024-03-09 19:33:00,No
6457,2024-01-03 01:39:00,276,Clothing,Viewed,Reminder,2024-01-02 23:44:00,No
7079,2024-03-30 01:32:00,453,Grocery,Viewed,Reminder,2024-03-30 00:33:00,Yes
3430,2024-01-28 03:47:00,613,Grocery,Viewed,Reminder,2024-01-28 01:47:00,Yes
2879,2024-02-12 03:26:00,408,Clothing,Viewed,Reminder,2024-02-12 03:07:00,No
8542,2024-03-02 07:16:00,218,Clothing,Viewed,Discount,2024-03-02 06:12:00,Yes
3011,2024-03-06 10:53:00,618,Clothing,Viewed,Reminder,2024-03-06 09:02:00,No
4373,2024-02-19 13:21:00,866,Books,Viewed,Discount,2024-02-19 12:40:00,Yes
8357,2024-02-08 14:31:00,577,Books,Viewed,Discount,2024-02-08 14:16:00,No
2289,2024-02-18 10:01:00,513,Grocery,Viewed,Reminder,2024-02-18 08:19:00,No
2447,2024-02-04 12:32:00,686,Books,Viewed,Reminder,2024-02-04 11:05:00,Yes
4199,2024-03-15 22:39:00,450,Clothing,Viewed,Discount,2024-03-15 21:46:00,No
7381,2024-01-21 21:42:00,605,Electronics,Viewed,New Arrival,2024-01-21 21:08:00,No
8522,2024-01-23 12:41:00,294,Books,Viewed,Reminder,2024-01-23 11:34:00,Yes
7059,2024-02-11 22:15:00,286,Clothing,Viewed,New Arrival,2024-02-11 20:42:00,No
4183,2024-02-01 12:11:00,549,Clothing,Viewed,Discount,2024-02-01 12:10:00,No
6462,2024-01-15 02:52:00,595,Clothing,Viewed,New Arrival,2024-01-15 01:54:00,Yes
4216,2024-01-26 02:09:00,614,Clothing,Viewed,Discount,2024-01-26 00:22:00,Yes
4136,2024-01-18 03:44:00,795,Grocery,Viewed,New Arrival,2024-01-18 01:54:00,Yes
4318,2024-03-26 07:48:00,946,Clothing,Viewed,New Arrival,2024-03-26 07:31:00,Yes
3782,2024-03-20 15:55:00,372,Clothing,Viewed,New Arrival,2024-03-20 14:33:00,No
8657,2024-03-06 23:50:00,979,Grocery,Viewed,Discount,2024-03-06 22:52:00,No
5920,2024-03-10 16:14:00,151,Books,Viewed,Discount,2024-03-10 14:52:00,No
7324,2024-01-11 06:30:00,362,Electronics,Viewed,Discount,2024-01-11 05:15:00,Yes
7327,2024-01-03 22:22:00,467,Grocery,Viewed,Reminder,2024-01-03 22:09:00,Yes
9417,2024-03-14 16:19:00,232,Grocery,Viewed,Discount,2024-03-14 16:14:00,No
1776,2024-03-01 02:13:00,324,Books,Viewed,Reminder,2024-03-01 01:45:00,Yes
6208,2024-02-08 03:50:00,409,Books,Viewed,Discount,2024-02-08 02:14:00,Yes
1687,2024-02-25 23:19:00,672,Clothing,Viewed,Reminder,2024-02-25 22:54:00,No
1529,2024-03-10 17:28:00,976,Books,Viewed,New Arrival,2024-03-10 16:34:00,No
6067,2024-03-26 05:14:00,115,Electronics,Viewed,New Arrival,2024-03-26 03:44:00,No
9080,2024-03-21 10:35:00,840,Grocery,Viewed,Discount,2024-03-21 09:25:00,No
6518,2024-03-21 22:08:00,294,Electronics,Viewed,Reminder,2024-03-21 20:28:00,No
3153,2024-01-02 10:10:00,862,Clothing,Viewed,New Arrival,2024-01-02 09:48:00,No
7094,2024-01-22 21:44:00,542,Electronics,Viewed,New Arrival,2024-01-22 20:27:00,Yes
7974,2024-01-19 18:11:00,402,Clothing,Viewed,Reminder,2024-01-19 17:22:00,No
5774,2024-01-07 02:59:00,147,Electronics,Viewed,Discount,2024-01-07 02:31:00,Yes
8692,2024-01-10 04:24:00,846,Grocery,Viewed,New Arrival,2024-01-10 03:39:00,Yes
4103,2024-02-24 01:29:00,220,Electronics,Viewed,Discount,2024-02-24 01:02:00,Yes
3440,2024-01-04 01:20:00,598,Books,Viewed,Discount,2024-01-04 00:55:00,Yes
5135,2024-02-10 15:15:00,931,Electronics,Viewed,Reminder,2024-02-10 13:48:00,No
8124,2024-02-24 09:52:00,661,Grocery,Viewed,Reminder,2024-02-24 08:38:00,No
6201,2024-03-02 04:03:00,568,Clothing,Viewed,New Arrival,2024-03-02 04:01:00,Yes
1844,2024-03-05 00:21:00,140,Electronics,Viewed,Reminder,2024-03-04 23:33:00,No
1446,2024-03-20 09:22:00,555,Electronics,Viewed,New Arrival,2024-03-20 07:37:00,No
4915,2024-01-05 10:20:00,633,Books,Viewed,New Arrival,2024-01-05 09:33:00,No
4109,2024-01-23 06:37:00,470,Clothing,Viewed,New Arrival,2024-01-23 06:34:00,No
2234,2024-03-08 09:44:00,281,Clothing,Viewed,Discount,2024-03-08 09:05:00,Yes
7587,2024-01-05 00:38:00,616,Clothing,Viewed,Discount,2024-01-04 22:43:00,Yes
1226,2024-02-06 14:45:00,756,Grocery,Viewed,Reminder,2024-02-06 14:05:00,No
5143,2024-02-09 22:55:00,968,Grocery,Viewed,Reminder,2024-02-09 21:50:00,No
8185,2024-01-22 07:55:00,689,Books,Viewed,New Arrival,2024-01-22 06:10:00,Yes
6558,2024-02-19 03:07:00,330,Electronics,Viewed,New Arrival,2024-02-19 01:15:00,No
1186,2024-01-20 18:37:00,908,Grocery,Viewed,Discount,2024-01-20 18:21:00,Yes
3535,2024-03-09 15:58:00,447,Clothing,Viewed,Discount,2024-03-09 14:28:00,Yes
2932,2024-03-19 14:50:00,578,Electronics,Viewed,New Arrival,2024-03-19 13:46:00,No
3032,2024-03-11 15:20:00,308,Electronics,Viewed,New Arrival,2024-03-11 13:56:00,No
2252,2024-01-06 03:18:00,774,Electronics,Viewed,Reminder,2024-01-06 02:19:00,Yes
6509,2024-01-13 18:07:00,779,Books,Viewed,New Arrival,2024-01-13 17:14:00,Yes
6074,2024-02-15 20:46:00,377,Grocery,Viewed,New Arrival,2024-02-15 19:53:00,No
